label,fallacy_example,non-fallacy_example
fallacy of relevance,"Madre: Es hora de dormir Jane Jane: Mamá, ¿cómo alimentan las hormigas a sus bebés? Madre: No lo sé querida, cierra los ojos ahora. Jane: Pero mamá, ¿los bebés de las hormigas lloran cuando tienen hambre?","Madre: Es hora de dormir Jane Jane: Mamá, ¿cómo alimentan las hormigas a sus bebés? Madre: No lo sé querida, pero lo podemos buscar en internet mañana. Jane: Pero mamá, ¿los bebés de las hormigas lloran cuando tienen hambre?"
fallacy of relevance,"Para analizar realmente el problema del calentamiento global, debemos considerar primero cómo sufren las personas sin hogar cuando hace frío.","Para analizar el problema del calentamiento global, debemos considerar una amplia gama de factores, incluyendo el impacto en las personas sin hogar en climas fríos."
fallacy of relevance,"""Sí, tenemos problemas de seguridad en nuestra fábrica. Pero trabajamos muy duro para hacer un buen producto"".","Sí, tenemos problemas de seguridad en nuestra fábrica. Pero también es cierto que trabajamos muy duro para hacer un buen producto."
fallacy of relevance,"Claro que no hemos dado aumentos a nuestros empleados en más de diez años. Sin embargo, nos enorgullecemos de ofrecer un servicio de atención al cliente en más de siete idiomas diferentes.","Claro que no hemos dado aumentos a nuestros empleados en más de diez años. Sin embargo, eso no significa que no ofrezcamos un servicio de atención al cliente en más de siete idiomas diferentes."
fallacy of relevance,Hay una recesión mundial y cada vez hay más gente hambrienta y desesperada. Los delitos de robo y hurto han aumentado de forma alarmante últimamente. La única forma de resolver este problema es reinstaurar la pena de muerte,"La pena de muerte no necesariamente resolverá el aumento de delitos en tiempos de recesión, y puede haber otras soluciones que se deben considerar."
fallacy of relevance,"¿Por qué deberíamos preocuparnos por cómo trata el gobierno a los nativos, cuando la gente de nuestra ciudad no puede conseguir un trabajo?","¿Por qué deberíamos preocuparnos por cómo trata el gobierno a los nativos, cuando la gente de nuestra ciudad no puede conseguir un trabajo? Podemos preocuparnos por varias cosas al mismo tiempo y no debemos dejar de lado un tema importante por otro."
fallacy of relevance,"Hija: ¡Mamá, quiero esa muñeca! Mamá: ¡Vayamos a casa y te traeré una paleta! Hija: ¡Oh, una paleta!","Hija: ¡Mamá, quiero esa muñeca! Mamá: ¡Vayamos a casa y veamos si podemos comprarla! Hija: ¡Oh, una muñeca!"
fallacy of relevance,"Madre: Es hora de dormir, Jane. Jane: Mamá, ¿cómo alimentan las hormigas a sus bebés? Madre: No lo sé querida, cierra los ojos ahora. Jane: Pero mamá, ¿los bebés de las hormigas lloran cuando tienen hambre?","Madre: Es hora de dormir, Jane. Jane: Mamá, ¿cómo alimentan las hormigas a sus bebés? Madre: No lo sé querida, no soy experta en hormigas. Jane: Pero mamá, ¿los bebés de las hormigas lloran cuando tienen hambre?"
fallacy of relevance,"Como los alumnos no hacen los deberes virtualmente cuando están en cuarentena, deberíamos deshacernos de todos los ordenadores.","Aunque los alumnos no hagan los deberes virtualmente cuando estén en cuarentena, eso no significa que debamos deshacernos de todos los ordenadores."
fallacy of relevance,"""La policía debe impedir que los manifestantes ecologistas molesten al público en general. Nosotros pagamos nuestros impuestos"". ""¿Seguro que el colapso global es infinitamente peor que una pequeña molestia?""","Los manifestantes ecologistas tienen derecho a expresarse pacíficamente, independientemente de si molestan a algunas personas."
fallacy of relevance,"""Aunque le preocupen mis votos sobre el medio ambiente, puedo asegurarle que soy una persona de mente abierta. Lo que realmente deberíamos discutir es mi historial de votos que ampliaron las oportunidades educativas para todos los niños.""","Aunque le preocupen mis votos sobre el medio ambiente, puedo asegurarle que soy una persona que valora todos los puntos de vista. Lo que realmente deberíamos discutir es cómo puedo mejorar mis decisiones de voto en el futuro."
fallacy of relevance,"El número de perros sin correa que he visto en Livingston es completamente inaceptable. Hagamos que nuestras calles vuelvan a ser seguras abordando este problema de los perros, antes de que nuestra ciudad se convierta en un refugio para los delincuentes.",El número de perros sin correa en Livingston no puede ser usado como evidencia de un aumento de delincuencia en la ciudad.
fallacy of relevance,"Mucha gente habla de los derechos de los animales, pero lo primero en lo que deberían centrarse es en los derechos humanos.",Los derechos de los animales y los derechos humanos son dos temas importantes que merecen atención y consideración.
fallacy of relevance,"En el gobierno, defendiendo la subida de impuestos: ""Necesitamos más ingresos para mantener los programas que tenemos. Los niños son nuestro futuro. Apoyemos a los niños"".","En el gobierno, defendiendo la subida de impuestos: ""Necesitamos más ingresos para mantener los programas que tenemos. Los niños son nuestro futuro. Por favor, considere apoyar a los niños de alguna manera""."
fallacy of relevance,"La madre de un niño pequeño le dice que se vaya a la cama, y él empieza a hacer preguntas, a decir que tiene hambre o a decir que necesita ir al baño, todo para evitar la cama y distraer a mamá.","La madre de un niño pequeño le dice que se vaya a la cama, pero el niño se resiste con preguntas o distracciones para evitar irse a la cama."
fallacy of relevance,"Cuando tu madre recibe la factura del teléfono y te has pasado del límite de datos, empiezas a distraerla hablando de lo bien que te ha ido hoy en un examen sabiendo que te ha ofrecido ampliar el límite de datos si sacas buenas notas.","Cuando tu madre recibe la factura del teléfono y te has pasado del límite de datos, puedes tratar de distraerla hablando de lo bien que te ha ido hoy en un examen, pero eso no significa que te ofrezca ampliar el límite de datos si sacas buenas notas."
fallacy of relevance,"Cuando llegas tarde a casa, después del toque de queda, distraes a tus padres hablándoles del tiempo, del frío o de la lluvia.",Hablar de la meteorología con tus padres no es necesariamente una distracción.
fallacy of relevance,"Admitimos que esta medida es popular, pero también le instamos a reconocer que hay tantos otros temas de bonos en esta votación que se está volviendo ridículo.","Admitimos que esta medida es popular, pero también debemos tener en cuenta que hay muchos otros temas importantes en esta votación que no debemos ignorar."
fallacy of relevance,No debería tener que pagar mi multa de aparcamiento. Hay delitos mucho más peligrosos que la gente comete. Deberían tener que pagar.,Tener que pagar una multa de aparcamiento no tiene nada que ver con la gravedad de otros delitos. Cada infracción tiene su propia sanción.
fallacy of relevance,"Cuando tu padre te pregunta por qué tienes una mala nota en la clase de matemáticas, y tú le respondes: ""¡Todos los profesores son el enemigo!"".","Cuando tu padre te pregunta por qué tienes una mala nota en la clase de matemáticas, y tú le respondes: ""Me esfuerzo pero a veces no entiendo bien la materia""."
fallacy of relevance,"Mamá: ¡Has consumido todos los datos de nuestro plan telefónico este mes! Niño: Hoy he tenido un examen de matemáticas muy, muy difícil. ¿Puedes perdonarme por esta vez?",Mamá: ¡Has consumido todos los datos de nuestro plan telefónico este mes! Niño: Lo sé y me siento mal. Me comprometo a usar más el wifi en casa y no volver a pasarme del límite de datos.
fallacy of relevance,"Profesor: ¿Por qué no tienes hoy los deberes? Alumno: Bueno, he hecho los deberes. La verdad es que me interesó mucho toda esa información sobre la fórmula cuadrática. ¿Te gustaría escuchar la canción que escribí para memorizarla?",
fallacy of relevance,"Es cierto que esta empresa no ha dado aumentos en los últimos 5 años, pero trabajamos muy duro para asegurarnos de tener un producto de calidad y un buen servicio al cliente.","Aunque esta empresa no ha dado aumentos en los últimos 5 años, sigue siendo una buena opción para trabajar debido a su producto de calidad y su buen servicio al cliente."
fallacy of relevance,La madre de Justin recibe su factura de teléfono y él se ha pasado del límite. Comienza a hablarle de lo difícil que es su clase de matemáticas y de lo bien que le ha ido hoy en un examen.,"La madre de Justin recibe su factura de teléfono y él se ha pasado del límite. Comienza a hablarle de lo difícil que es su clase de matemáticas y de lo bien que le ha ido hoy en un examen. Sin embargo, eso no significa necesariamente que Justin sea bueno en matemáticas o que haya aprobado el examen."
fallacy of relevance,"""Mi mujer quiere hablar de la limpieza del garaje, así que le pregunté qué quiere hacer con nuestros muebles de patio. Ahora está comprando nuevos muebles para el patio y no me pregunta por el garaje"".",Mi mujer y yo discutimos sobre la limpieza del garaje y luego decidimos comprar nuevos muebles para el patio. No sé si volveremos a hablar del garaje.
fallacy of relevance,"tío #1: ""Apoyo la misión de Black Lives Matter de establecer y poner en práctica mejor la justicia restaurativa..."" tío #2: ¿Pero no importan todas las vidas? tío #1: Por supuesto, pero te estoy hablando de la misión de BLM.","Tío #1: ""Apoyo la misión de Black Lives Matter de establecer y poner en práctica mejores prácticas de justicia restaurativa, pero también respeto que no todos tengan la misma opinión al respecto"". Tío #2: ""Comprendo que la misión de Black Lives Matter se centra en abordar problemas específicos en la sociedad, pero también creo que todas las vidas deben ser valoradas y protegidas""."
